label_type	pref_label	label
cell	jurkat e-6.1 cell	jurkat e-6.1 cell
cell	jurkat e-6.1 cell	jurkat e-61 cell
cell	jurkat e-6.1 cell	tib-152
cell	k562	k562
cell	k562	k-562
cell	k562	 k562 cell
cell	k562	k-562 cell
cell	k562	k562 leukemia cells
cell	k562 leukemia cells	k562 leukemia cells
cell	karpas 422	karpas 422
cell	karpas 422	karpas-422
cell	karpas 422	karpas 422 cell
cell	karpas-422	karpas-422
cell	kasumi-1	kasumi-1
cell	kbm7	kbm7
cell	kbm-7	kbm-7
cell	kelly	kelly
cell	keratinocyte	keratinized cell of epidermis
cell	keratinocyte	keratinocyte
cell	keratinocyte	malpighian cell
cell	kidney capillary endothelial cell	kidney capillary endothelial cell
cell	kidney epithelial cell	kidney epithelial cell
cell	kidney glomerular epithelial cell	kidney glomerular epithelial cell
cell	kidney tubule cell	kidney tubule cell
cell	kms11	kms11
cell	kms-11	kms11
cell	kms-11	kms_11
cell	kms-11	kms-11
cell	kms-11	mv4-11
cell	kms-11	tko
cell	kopt-k1	koptk1
cell	kopt-k1	kopt-k1
cell	kyse-150	kyse-150
cell	l1-s8	l1-s8
cell	l1-s8r	l1-s8r
cell	lc2/ad	lc2/ad
cell	lc2/ad	nhdf-ad
cell	lcl	lcl
cell	lhcn-m2	lhcnm2
cell	lhcn-m2	lhcn m2
cell	lhcn-m2	lhcn-m2
cell	lhsr	lhsr
cell	lhsr	prec
cell	lis2	lis2
cell	lncap	lncap
cell	lncap	lncap-abl
cell	lncap	lncap cell
cell	lncap-abl 	lncap-abl
cell	lncap clone fgc	crl-1740
cell	lncap clone fgc	lncap clone fgc
cell	lncap clone fgc	lncap clone fgc cell
cell	lncap clone fgc	lncap_fgc
cell	lncap clone fgc	lncap-fgc
cell	loucy	loucy
cell	lovo	lovo
cell	loximvi	loximvi
cell	loximvi	lox imvi
cell	loximvi	lox-imvi
cell	ls174t	ls174t
cell	lted	lted
cell	lung fibroblast	fibroblast of lung
cell	lung fibroblast	lung fibroblast
cell	lung fibroblast	nhlf
cell	lung microvascular endothelial cell	lung microvascular endothelial cell
cell	lx2	lx2
cell	lymphoblastoid cell line	gm2610
cell	lymphoblastoid cell line	gm2630
cell	lymphoblastoid cell line	lymphoblastoid cell
cell	lymphoblastoid cell line	lymphoblastoid cell line
cell	lymphoblastoid cell line	ms1
cell	lymphoblastoid cell line	ms4221
cell	m059j	crl_2366
cell	m059j	m059j
cell	m23f	m23f
cell	mammary epithelial cell	breast epithelial cell
cell	mammary epithelial cell	mammary epithelial cell
cell	mature t cell	cd3e-positive t cell
cell	mature t cell	cd3epsilon t cell
cell	mature t cell	mature t cell
cell	mature t cell	mature t-cell
cell	mature t cell	primary t cells effector/memory enriched from peripheral blood
cell	mcf 10a	mcf 10a
cell	mcf 10a	mcf-10a
cell	mcf-10a	mcf-10a
cell	mcf-7	mcf7
cell	mcf-7	mcf-7
cell	mcf-7	mcf-7 cell
cell	mcf-7	mcf7 cell
cell	mcf-7	mcf7-lted
cell	mcf7-lted	mcf7-lted
cell	mda-231	mda-231
cell	mdamb231	mda-231
cell	mdamb231	mdamb231
cell	mdamb231	mda-mb-231
cell	mda-mb-231	mda-mb-231
cell	mdamb436	mdamb436
cell	mdamb436	mda-mb-436
cell	mdamb453	mdamb453
cell	mdamb453	mda-mb-453
cell	mda-mb-453	mda-mb-453
cell	mdamb468	mdamb468
cell	mdamb468	mda-mb-468
cell	mda-mb-468	mda-mb-468
cell	me-1	me-1
cell	mel	mel
cell	melanocyte of skin	melanocyte of skin
cell	melanocyte of skin	skin melanocyte
cell	melanocyte of skin	wm262
cell	mel cell	mel
cell	mel cell	mel cell
cell	meljuso	meljuso
cell	mesenchymal stem cell derived adipocyte cultured cells	mesenchymal stem cell derived adipocyte cultured cells
cell	mesenchymal stem cell derived chondrocyte cultured cells	mesenchymal stem cell derived chondrocyte cultured cells
cell	mesodermal cell	mesoblast
cell	mesodermal cell	mesodermal cell
cell	mesodermal cell	mesoderm cell
cell	mg63	mg63
cell	mgg4	mgg4
cell	mid-neurogenesis radial glial cells	mid-neurogenesis radial glial cells
cell	mm1	mm1
cell	mm1	mm1.s
cell	mm.1s	mm.1s
cell	mm.1s	mm.1 s
cell	mm.1s	mm.1-s
cell	mm.1s	mm.1s cell
cell	mm1.s	mm1.s
cell	mnc491	mnc491
cell	mnc492	mnc492
cell	molm-13	molm-13
cell	molm-14	molm-14
cell	molm-16	molm-13
cell	molm-16	molm-14
cell	molm-16	molm-16
cell	monocytes-cd14+ ro01746 primary cells	monocytes-cd14+ ro01746 primary cells
cell	mononuclear cell	mononuclear cell
cell	mononuclear cell	mononuclear leukocyte
cell	motexafin gadolinium	bis(acetato-kappao){3,3'-[4,5-diethyl-16,17-bis{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-10,23-dimethyl-13,20,25,26,27-pentaazapentacyclo[20.2.1.1(3,6).1(8,11).0(14,19)]heptacosa-1,3,5,7,9,11(26),12,14,16,18,20,22(25),23-tridecaene-9,24-diyl-kappa(5)n(13),n(20),n(25),n(26),n(27)]dipropan-1-olato}gadolinium
cell	motexafin gadolinium	c52h72gdn5o14
cell	motexafin gadolinium	ccc1c(cc)c2c=c3c(ccco)=c(c)c4=[n]3[gd]356(oc(c)=o)(oc(c)=o)[n](=cc7=[n]3c(=cc1n25)c(ccco)=c7c)c1cc(occoccoccoc)c(occoccoccoc)cc1[n]6=c4
cell	motexafin gadolinium	gadolinium texaphyrin
cell	motexafin gadolinium	gd-tex
cell	motexafin gadolinium	gd texaphyrin
cell	motexafin gadolinium	inchi=1/c48h66n5o10.2c2h4o2.gd/c1-7-35-36(8-2)40-28-42-38(12-10-14-55)34(4)46(53-42)32-50-44-30-48(63-26-24-61-22-20-59-18-16-57-6)47(62-25-23-60-21-19-58-17-15-56-5)29-43(44)49-31-45-33(3)37(11-9-13-54)41(52-45)27-39(35)51-40;2*1-2(3)4;/h27-32,54-55h,7-26h2,1-6h3;2*1h3,(h,3,4);/q-1;;;+3/p-2/b39-27-,40-28-,41-27-,42-28-,45-31-,46-32-,49-31+,49-43+,50-32+,50-44+;;;/fc48h66n5o10.2c2h3o2.gd/qm;2*-1;m
cell	motexafin gadolinium	inchikey=vazlwpahmordgr-mpnkmpctdc
cell	motexafin gadolinium	mgd
cell	motexafin gadolinium	motexafin gadolinium
cell	motexafin gadolinium	(pb-7-11-233'2'4)-bis(acetato-kappao)(9,10-diethyl-20,21-bis(2-(2-(2-methoxyethoxy)ethoxy)ethoxy)-4,15-dimethyl-8,11-imino-3,6:16,13-dinitrilo-1,18-benzodiazacycloeicosine-5,14-dipropanolato-kappan(1),kappan(18),kappan(23),kappan(24),kappan(25))gadolinium
cell	motexafin gadolinium	tex
cell	motexafin gadolinium	xcytrin
cell	mouse neural progenitor cell	ecto neural progenitor cell
cell	mouse neural progenitor cell	mouse neural progenitor cell
cell	mouse neural progenitor cell	mouse npc
cell	mouse neural progenitor cell	neural progenitor cell
cell	mr4	mr4
cell	ms1	ms1
cell	ms4221	ms4221
cell	muscle cell	muscle cell
cell	muscle cell	myocyte
cell	muscle satellite cultured cells	muscle satellite cultured cells
cell	mutui	mutui
cell	mv4-11	mv4-11
cell	myeloid leukemia cell line	dnd41 tcell leukemia cell line
cell	myeloid leukemia cell line	granulocytic leukemia cell line
cell	myeloid leukemia cell line	myelocytic leukemia cell line
cell	myeloid leukemia cell line	myelogenous leukemia cell line
cell	myeloid leukemia cell line	myeloid leukemia cell line
cell	myocyte	myocyte
cell	myotube	myotube
cell	myotube	myotubule
cell	myotube	single cell sarcomere
cell	naive b cell	naive b cell
cell	naive b cell	naive b-cell
cell	naive b cell	naive b lymphocyte
cell	naive b cell	naive b-lymphocyte
cell	naive thymus-derived cd4-positive, alpha-beta t cell	naive cd4+ t cell
cell	naive thymus-derived cd4-positive, alpha-beta t cell	naive thymus-derived cd4-positive, alpha-beta t cell
cell	naive thymus-derived cd4-positive, alpha-beta t cell	naive thymus-derived cd4-positive, alpha-beta t-cell
cell	naive thymus-derived cd4-positive, alpha-beta t cell	naive thymus-derived cd4-positive, alpha-beta t lymphocyte
cell	naive thymus-derived cd4-positive, alpha-beta t cell	naive thymus-derived cd4-positive, alpha-beta t-lymphocyte
cell	naive thymus-derived cd4-positive, alpha-beta t cell	t.4nve.sp
cell	naive thymus-derived cd4-positive, alpha-beta t cell	th0
cell	naive thymus-derived cd8-positive, alpha-beta t cell	naive cd8+ t cell
cell	naive thymus-derived cd8-positive, alpha-beta t cell	naive thymus-derived cd8-positive, alpha-beta t cell
cell	naive thymus-derived cd8-positive, alpha-beta t cell	naive thymus-dervied cd8-positive, alpha-beta t-cell
cell	naive thymus-derived cd8-positive, alpha-beta t cell	naive thymus-dervied cd8-positive, alpha-beta t lymphocyte
cell	naive thymus-derived cd8-positive, alpha-beta t cell	naive thymus-dervied cd8-positive, alpha-beta t-lymphocyte
cell	naive thymus-derived cd8-positive, alpha-beta t cell	primary t cd8+ naive cells from peripheral blood
cell	nalm6	nalm6
cell	namalwa	namalwa
cell	nb4	nb4
cell	nccit	nccit
cell	ncha1	ncha1
cell	ncha2	ncha2
cell	nci-h2009	h2009
cell	nci-h2009	nci-h2009
cell	nci-h2171	h2171
cell	nci-h2171	nci-h2171
cell	nci-h226	nci-h226
cell	nci-h358	h358
cell	nci-h358	nci-h358
cell	nci-h460	nci-h460
cell	nci-h526	nci-h526
cell	nci-h69	h69
cell	nci-h69	h69 cell
cell	nci-h69	nci-h69
cell	nci-h82	nci-h82
cell	nci-h929	nci-h929
cell	nci-n87	nci-h526
cell	nci-n87	nci-n87
cell	neural cell	neural cell
cell	neural progenitor cell	neural progenitor cell
cell	neuroepithelial stem cell	neuroepithelial stem cell
cell	neutrophil	neutrocyte
cell	neutrophil	neutrophil
cell	neutrophil	neutrophilic leucocyte
cell	neutrophil	neutrophilic leukocyte
cell	neutrophil	neutrophil leucocyte
cell	neutrophil	neutrophil leukocyte
cell	neutrophil	pmn
cell	neutrophil	poly
cell	neutrophil	polymorphonuclear leucocyte
cell	neutrophil	polymorphonuclear leukocyte
cell	neutrophil	polymorphonuclear neutrophil
cell	neutrophil	polynuclear neutrophilic leucocyte
cell	neutrophil	polynuclear neutrophilic leukocyte
cell	nf90-8	90-8tl
cell	nf90-8	nf90-8
cell	ngp	ngp
cell	ngp cell	ngp
cell	ngp cell	ngp cell
cell	nh-a astrocytes primary cells	nh-a astrocytes primary cells
cell	nhdf-ad	nhdf-ad
cell	nhdf-ad adult dermal fibroblast primary cells	nhdf-ad adult dermal fibroblast primary cells
cell	nhdf-neo	nhdf-neo
cell	nhek	nhek
cell	nhek-epidermal keratinocyte primary cells	nhek-epidermal keratinocyte primary cells
cell	nhlf	nhlf
cell	nhlf lung fibroblast primary cells	nhlf lung fibroblast primary cells
cell	nhu	nhu
cell	non-pigmented ciliary epithelial cell	non-pigmented ciliary epithelial cell
cell	non-pigmented ciliary epithelial cell	npe
cell	nt2-d1	nt2-d1
cell	nt2/d1	nt2-d1
cell	nt2/d1	nt2/d1
cell	nt2/d1	nt2/d1 cell
cell	nt2/d1	ntera-2 cl.d1 cell
cell	ntko	ntko
cell	oci-ly1	oci-ly1
cell	oci-ly1	oci-ly8
cell	oci-ly3	oci-ly3
cell	oci-ly3	oci-ly-3
cell	oci-ly3	oci-ly-3 cell
cell	oci-ly4	oci-ly4
cell	oci-ly7	oci-ly7
cell	oci-ly8	oci-ly8
cell	osteoblast	osteoblast
cell	osteoblast	osteoblast primary cells
cell	osteoblast primary cells	osteoblast primary cells
cell	p493-6	p493-6
cell	panc1	panc1
cell	panc1	panc-1
cell	panc-1	panc-1
cell	pc-3	pc3
cell	pc-3	pc-3
cell	pc-3	pc-3 cell
cell	pc-3	pc3 cell
cell	pc-7	pc-7
cell	pc-7	te-7
cell	pc-9	pc-9
cell	pdb1lox-17/puro-5	pdb1lox-17/puro-5
cell	pdb1lox-21/puro-26	pdb1lox-21/puro-26
cell	pdb2lox-17	pdb2lox-17
cell	pdb2lox-21	pdb2lox-21
cell	pfeiffer	pfeiffer
cell	pfsk-1	pfsk-1
cell	pfsk-1	pfsk-1 cell
cell	pl-21	pdb2lox-21
cell	pl-21	pl-21
cell	prec	prec
cell	precursor cell	islet precursor cell
cell	precursor cell	precursor cell
cell	primary b cells from cord blood	primary b cells from cord blood
cell	primary b cells from peripheral blood	primary b cells from peripheral blood
cell	primary hematopoietic stem cells	primary hematopoietic stem cells
cell	primary hematopoietic stem cells g-csf-mobilized female	primary hematopoietic stem cells g-csf-mobilized female
cell	primary hematopoietic stem cells g-csf-mobilized male	primary hematopoietic stem cells g-csf-mobilized male
cell	primary hematopoietic stem cells short term culture	primary hematopoietic stem cells short term culture
cell	primary monocytes from peripheral blood	primary monocytes from peripheral blood
cell	primary mononuclear cells from peripheral blood	primary mononuclear cells from peripheral blood
cell	primary myelofibrosis	agnogenic myeloid metaplasia
cell	primary myelofibrosis	aleukemic myelosis
cell	primary myelofibrosis	amm
cell	primary myelofibrosis	bone marrow fibrosis
cell	primary myelofibrosis	chronic idiopathic myelofibrosis
cell	primary myelofibrosis	cimf
cell	primary myelofibrosis	idiopathic bone marrow fibrosis
cell	primary myelofibrosis	idiopathic myelofibrosis
cell	primary myelofibrosis	megakaryocytic myelosclerosis
cell	primary myelofibrosis	myelofibrosis
cell	primary myelofibrosis	myelofibrosis with myeloid metaplasia
cell	primary myelofibrosis	myeloid metaplasia
cell	primary myelofibrosis	myelosclerosis
cell	primary myelofibrosis	myelosclerosis with myeloid metaplasia
cell	primary myelofibrosis	osteomyelofibrosis
cell	primary myelofibrosis	primary monocytes from peripheral blood
cell	primary myelofibrosis	primary myelofibrosis
cell	primary myelofibrosis	primary neutrophils from peripheral blood
cell	primary natural killer cells from peripheral blood	primary natural killer cells from peripheral blood
cell	primary neutrophils from peripheral blood	primary neutrophils from peripheral blood
cell	primary t cd8+ memory cells from peripheral blood	primary t cd8+ memory cells from peripheral blood
cell	primary t cd8+ naive cells from peripheral blood	primary t cd8+ naive cells from peripheral blood
cell	primary t cells effector/memory enriched from peripheral blood	primary t cells effector/memory enriched from peripheral blood
cell	primary t cells from cord blood	primary t cells from cord blood
cell	primary t cells from peripheral blood	primary t cells from peripheral blood
cell	primary t helper 17 cells pma-i stimulated	primary t helper 17 cells pma-i stimulated
cell	primary t helper cells from peripheral blood	primary t helper cells from peripheral blood
cell	primary t helper cells pma-i stimulated	primary t helper cells pma-i stimulated
cell	primary t helper memory cells from peripheral blood 1	primary t helper memory cells from peripheral blood 1
cell	primary t helper memory cells from peripheral blood 2	primary t helper memory cells from peripheral blood 2
cell	primary t helper naive cells from peripheral blood	primary t helper naive cells from peripheral blood
cell	primary t helper naive cells from peripheral blood	primary t helper naive cells from peripheral blood
cell	primary t regulatory cells from peripheral blood	primary t regulatory cells from peripheral blood
cell	promyelocytic leukemia cell line	mr4
cell	promyelocytic leukemia cell line	promyelocytic leukemia cell line
cell	promyelocytic leukemia cell line	upr9
cell	pulmonary artery endothelial cell	paec cell
cell	pulmonary artery endothelial cell	pulmonary artery endothelial cell
cell	r1	r1
cell	radial glial cell	mid-neurogenesis radial glial cells
cell	radial glial cell	radial glial cell
cell	raji	raji
cell	ramos	ramos
cell	rcc	rcc
cell	rcc 7860	rcc 7860
cell	regulatory t cell	regulatory t cell
cell	regulatory t cell	regulatory t-cell
cell	regulatory t cell	regulatory t lymphocyte
cell	regulatory t cell	regulatory t-lymphocyte
cell	regulatory t cell	suppressor t cell
cell	regulatory t cell	suppressor t-cell
cell	regulatory t cell	suppressor t lymphocyte
cell	regulatory t cell	suppressor t-lymphocyte
cell	renal cell adenocarcinoma	adenocarcinoma of kidney
cell	renal cell adenocarcinoma	adenocarcinoma of the kidney
cell	renal cell adenocarcinoma	carcinoma, renal cell, malignant
cell	renal cell adenocarcinoma	kidney adenocarcinoma
cell	renal cell adenocarcinoma	rcc
cell	renal cell adenocarcinoma	renal cell adenocarcinoma
cell	renal cell adenocarcinoma	renal cell cancer
cell	renal cell adenocarcinoma	renal cell carcinoma
cell	renal cell adenocarcinoma	renal cell carcinoma, nos
cell	renal cell adenocarcinoma	renal cell carcinoma, stage unspecified
cell	renal cortical epithelial cell	renal cortical epithelial cell
cell	retinal pigment epithelial cell	retinal pigment epithelial cell
cell	rj2.2.5	rj2.2.5
cell	rko	rko
cell	rpmi7951	rpmi7951
cell	rpmi-7951	rpmi7951
cell	rpmi-7951	rpmi 7951
cell	rpmi-7951	rpmi_7951
cell	rpmi-7951	rpmi-7951
cell	rpmi-7951	rpmi-8402
cell	rpmi8226	rpmi8226
cell	rpmi-8402	rpmi-8402
cell	rptec	rptec
cell	rs4	rs4
cell	rs4-11 cell	rs4
cell	rs4-11 cell	rs4 11 cell
cell	rs4-11 cell	rs4-11 cell
cell	rt112	rt112
cell	rwpe1	crl-11609
cell	rwpe1	rwpe1
cell	rwpe1	rwpe 1
cell	rwpe1	rwpe_1
cell	rwpe2	crl-11610
cell	rwpe2	rwpe2
cell	rwpe2	rwpe 2
cell	rwpe2	rwpe_2
cell	saec	saec
cell	sarcoma	connective and soft tissue neoplasm
cell	sarcoma	connective and soft tissue neoplasms
cell	sarcoma	connective soft tissue neopl
cell	sarcoma	connective tissue sarcoma
cell	sarcoma	malignant mesenchymal tumor
cell	sarcoma	malignant mesenchymal tumour
cell	sarcoma	malignant neoplasm of connective and other soft tissue
cell	sarcoma	malignant neoplasm of connective and other soft tissue (disorder)
cell	sarcoma	malignant neoplasm of connective and other soft tissue of abdomen
cell	sarcoma	malignant neoplasm of connective and other soft tissue of head, face, and neck
cell	sarcoma	malignant neoplasm of connective and other soft tissue of lower limb, including hip
cell	sarcoma	malignant neoplasm of connective and other soft tissue of pelvis
cell	sarcoma	malignant neoplasm of connective and other soft tissue of thorax
cell	sarcoma	malignant neoplasm of connective and other soft tissue of trunk, unspecified
cell	sarcoma	malignant neoplasm of connective and other soft tissue of upper limb, including shoulder
cell	sarcoma	malignant neoplasm of connective and other soft tissue, site unspecified
cell	sarcoma	malignant neoplasm of other specified sites of connective and other soft tissue
cell	sarcoma	malignant neoplasm of soft tissue
cell	sarcoma	malignant neoplasm of soft tissue (disorder)
cell	sarcoma	malignant neoplasm of the soft tissue
cell	sarcoma	malignant soft tissue neoplasm
cell	sarcoma	malignant soft tissue tumor
cell	sarcoma	malignant tumor of soft tissue
cell	sarcoma	malignant tumor of the soft tissue
cell	sarcoma	malignant tumour of soft tissue
cell	sarcoma	mal neopl trunk nos
cell	sarcoma	mal neo soft tis abdomen
cell	sarcoma	mal neo soft tis pelvis
cell	sarcoma	mal neo soft tissue arm
cell	sarcoma	mal neo soft tissue head
cell	sarcoma	mal neo soft tissue leg
cell	sarcoma	mal neo soft tissue nec
cell	sarcoma	mal neo soft tissue nos
cell	sarcoma	mal neo soft tis thorax
cell	sarcoma	mesenchymal tumor, malignant
cell	sarcoma	mesenchymal tumour, malignant
cell	sarcoma	[m]sarcoma nos
cell	sarcoma	[m]sarcoma nos (morphologic abnormality)
cell	sarcoma	neoplasms, connective and soft tissue
cell	sarcoma	neopl connective soft tissue
cell	sarcoma	nhdf-neo
cell	sarcoma	sarcoma
cell	sarcoma	sarcoma, malignant
cell	sarcoma	sarcoma, no icd-o subtype
cell	sarcoma	sarcoma, no icd-o subtype (morphologic abnormality)
cell	sarcoma	sarcoma, nos
cell	sarcoma	sarcoma of soft tissue
cell	sarcoma	sarcoma of soft tissue and bone
cell	sarcoma	sarcoma of the soft tissue
cell	sarcoma	sarcoma of the soft tissue and bone
cell	sarcoma	soft tissue sarcoma
cell	sarcoma	soft tissue tumor, malignant
cell	sarcoma	soft tissue tumour, malignant
cell	sarcoma	tumor of soft tissue and skeleton
cell	sbc-3	calu-3
cell	sbc-3	hmads-3
cell	sbc-3	sbc-3
cell	scc-9	scc-9
cell	scc-9	um-scc-4
cell	scc-9	um-scc-47
cell	sem	sem
cell	set2	set2
cell	sf268	sf268
cell	sf268	sf-268
cell	sf7761	sf7761
cell	sf8628	sf8628
cell	sgbs	sgbs
cell	shef-1	shef1
cell	shef-1	shef-1
cell	shef-1	shef 4
cell	shef 4	shef 4
cell	sh-sy5y	sh-sy5y
cell	simpson-golabi-behmel syndrome	dgsx
cell	simpson-golabi-behmel syndrome	dysplasia gigantism syndrome, x-linked
cell	simpson-golabi-behmel syndrome	golabi-rosen syndrome
cell	simpson-golabi-behmel syndrome	sara angers syndrome
cell	simpson-golabi-behmel syndrome	sdys
cell	simpson-golabi-behmel syndrome	sgbs
cell	simpson-golabi-behmel syndrome	sgbs1
cell	simpson-golabi-behmel syndrome	sgb syndrome
cell	simpson-golabi-behmel syndrome	simpson dysmorphia syndrome
cell	simpson-golabi-behmel syndrome	simpson-golabi-behmel syndrome
cell	simpson-golabi-behmel syndrome	simpson-golabi-behmel syndrome type 1
cell	simpson-golabi-behmel syndrome	x-linked dysplasia gigantism syndrome
cell	sjcrh30	crl-2061
cell	sjcrh30	rms 13
cell	sjcrh30	sjcrh30
cell	sjsa1	sjsa1
cell	skbr3	skbr3
cell	skeletal muscle cell	skeletal muscle cell
cell	skeletal muscle myoblast	hsmm skeletal muscle myoblasts cells
cell	skeletal muscle myoblast	skeletal muscle myoblast
cell	skeletal muscle myoblast	skeletal myoblast
cell	skmc	human skeletal muscle cells
cell	skmc	skmc
cell	skmel5	skmel5
cell	sk-mel-5	mel-5
cell	sk-mel-5	skmel5
cell	sk-mel-5	sk mel 5
cell	sk-mel-5	sk_mel_5
cell	sk-mel-5	sk-mel-5
cell	sk-mel-5	sk-mel-5 cell
cell	sk-n-dz	skndz
cell	sk-n-dz	sk n dz
cell	sk-n-dz	sk_n_dz
cell	sk-n-dz	sk-n-dz
cell	sk-n-dz	sk-n-dz cell
cell	sk-n-mc	sknmc
cell	sk-n-mc	sk-n-mc
cell	skno-1	skno-1
cell	sk-n-sh	sknsh
cell	sk-n-sh	sk-n-sh
cell	sk-n-sh_ra	sk-n-sh_ra
cell	smooth muscle cell	myocytes, smooth muscle
cell	smooth muscle cell	smcs
cell	smooth muscle cell	smooth muscle cell
cell	smooth muscle cell	smooth muscle fiber
cell	smooth muscle cell of the brain vasculature	smooth muscle cell of the brain vasculature
cell	somite 17	pdb2lox-17
cell	somite 17	somite 17
cell	stromal cell of bone marrow	bone marrow stromal cell
cell	stromal cell of bone marrow	stromal cell of bone marrow
